plantName,urls
Rubber Plant,"https://inaturalist-open-data.s3.amazonaws.com/photos/619862939/original.jpg,https://static.inaturalist.org/photos/619852493/original.jpg,https://static.inaturalist.org/photos/619846861/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619792597/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619795206/original.jpg"
Bougainvillea,"https://inaturalist-open-data.s3.amazonaws.com/photos/619895146/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619879523/original.jpg,https://static.inaturalist.org/photos/619879219/original.jpg,https://static.inaturalist.org/photos/619879251/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619873159/original.jpg,https://static.inaturalist.org/photos/619865957/original.jpg"
Fiddle Leaf Fig,"https://inaturalist-open-data.s3.amazonaws.com/photos/619872812/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619716038/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619697418/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619697496/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619614046/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619541207/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619541216/original.jpg"
Sage,"https://inaturalist-open-data.s3.amazonaws.com/photos/619912738/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912226/original.jpg,https://static.inaturalist.org/photos/619911954/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911717/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911270/original.jpg"
Cosmos,"https://static.inaturalist.org/photos/619912208/original.jpg,https://static.inaturalist.org/photos/619912237/original.jpg,https://static.inaturalist.org/photos/619912293/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619900455/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619879114/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619880210/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619876853/original.jpg"
Geranium,"https://inaturalist-open-data.s3.amazonaws.com/photos/619912858/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912811/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911543/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911035/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911079/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911117/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619702159/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619702185/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619909650/original.jpg"
Marigold,"https://inaturalist-open-data.s3.amazonaws.com/photos/619911096/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911177/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911255/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911327/original.jpg,https://static.inaturalist.org/photos/619903099/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619907123/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906517/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619905303/original.jpg"
Zinnia,"https://static.inaturalist.org/photos/619884596/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619871668/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619871871/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619872035/original.jpg,https://static.inaturalist.org/photos/619865872/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619863573/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619852351/original.jpg"
Hibiscus,"https://inaturalist-open-data.s3.amazonaws.com/photos/619910958/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619908619/original.jpg,https://static.inaturalist.org/photos/619898552/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893772/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893767/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893775/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893773/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893776/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619893777/original.jpg,https://static.inaturalist.org/photos/619893038/original.jpg"
Begonia,"https://inaturalist-open-data.s3.amazonaws.com/photos/619899714/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619899225/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619899269/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619897657/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619888880/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619864838/original.jpg"
Chrysanthemum,"https://inaturalist-open-data.s3.amazonaws.com/photos/619909673/original.jpg,https://static.inaturalist.org/photos/619903099/original.jpg,https://static.inaturalist.org/photos/619898922/original.jpg,https://static.inaturalist.org/photos/619898924/original.jpg,https://static.inaturalist.org/photos/619898926/original.jpg,https://static.inaturalist.org/photos/619898931/original.jpg,https://static.inaturalist.org/photos/619898934/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619894719/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619878596/original.jpg"
Daffodil,"https://inaturalist-open-data.s3.amazonaws.com/photos/619912378/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912309/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911408/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619909134/original.jpg,https://static.inaturalist.org/photos/619906501/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903720/original.jpg"
Sunflower,"https://inaturalist-open-data.s3.amazonaws.com/photos/619912547/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912539/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912557/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912554/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912561/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912555/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912542/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910911/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910905/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910892/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910907/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910896/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910894/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619908171/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619904106/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619897356/original.jpg"
Tulip,"https://static.inaturalist.org/photos/619904206/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619899642/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912916/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619913133/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619896650/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619894535/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619894645/original.jpg"
Peony,"https://inaturalist-open-data.s3.amazonaws.com/photos/619889192/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619775056/original.jpg,https://static.inaturalist.org/photos/619756156/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619464041/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619463947/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619464002/original.jpg"
Jasmine,"https://inaturalist-open-data.s3.amazonaws.com/photos/619907866/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906600/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906598/original.jpg,https://static.inaturalist.org/photos/619905463/original.jpg,https://static.inaturalist.org/photos/619905468/original.jpg,https://static.inaturalist.org/photos/619905473/original.jpg,https://static.inaturalist.org/photos/619905479/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903318/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903342/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903372/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619901080/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619902864/original.jpg"
Ivy,"https://inaturalist-open-data.s3.amazonaws.com/photos/619908139/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912220/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910300/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619891019/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619890808/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619890810/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619907709/original.jpg"
Nasturtium,"https://static.inaturalist.org/photos/619913129/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912490/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912024/original.jpg,https://static.inaturalist.org/photos/619912091/original.jpg,https://static.inaturalist.org/photos/619912118/original.jpg,https://static.inaturalist.org/photos/619912142/original.jpg,https://static.inaturalist.org/photos/619912164/original.jpg,https://static.inaturalist.org/photos/619912190/original.jpg,https://static.inaturalist.org/photos/619912219/original.jpg,https://static.inaturalist.org/photos/619912246/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903370/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619903381/original.jpg"
Petunia,"https://inaturalist-open-data.s3.amazonaws.com/photos/619874527/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619858756/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619854529/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619850912/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619850877/original.jpg"
Carnation,"https://inaturalist-open-data.s3.amazonaws.com/photos/619908836/original.jpg,https://static.inaturalist.org/photos/619901515/original.jpg,https://static.inaturalist.org/photos/619901519/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548728/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548483/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548456/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548387/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548300/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548490/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619879611/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619879646/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619878098/original.jpg"
Snapdragon,"https://static.inaturalist.org/photos/619913055/original.jpg,https://static.inaturalist.org/photos/619913071/original.jpg,https://static.inaturalist.org/photos/619913088/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911544/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619910298/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906832/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619898112/original.jpg"
Pansy,"https://inaturalist-open-data.s3.amazonaws.com/photos/619912631/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912656/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912679/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619911761/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619909057/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619909081/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906445/original.jpg,https://static.inaturalist.org/photos/619906247/original.jpg,https://static.inaturalist.org/photos/619906295/original.jpg,https://static.inaturalist.org/photos/619906338/original.jpg"
Sweet Pea,"https://inaturalist-open-data.s3.amazonaws.com/photos/619895431/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619580623/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619580663/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619868254/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619841380/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619832802/original.jpg"
Morning Glory,"https://inaturalist-open-data.s3.amazonaws.com/photos/619909901/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619904921/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619904097/original.jpg,https://static.inaturalist.org/photos/619901711/original.jpg,https://static.inaturalist.org/photos/619901733/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619897830/original.jpg"
Verbena,"https://inaturalist-open-data.s3.amazonaws.com/photos/619911731/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912005/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912047/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619912057/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619908556/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619904139/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619904137/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619907174/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906361/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906414/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906475/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619906525/original.jpg"
Gerbera Daisy,"https://inaturalist-open-data.s3.amazonaws.com/photos/619662044/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619548695/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619496600/original.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619423836/original.jpg,https://static.inaturalist.org/photos/619200971/original.jpg"
